,fighter,Height,Weight,Reach,Stance,DOB,SLpM,Str_Acc,SApM,Str_Def,TD_Avg,TD_Acc,TD_Def,Sub_Avg
1855,Kyle Stewart,"6' 0""",170 lbs.,"76""",Orthodox,"Jan 31, 1989",1.41,35%,2.42,43%,1.32,20%,60%,0.0
1856,Mario Bautista,"5' 9""",135 lbs.,"69""",Switch,"Jul 01, 1993",5.71,45%,4.78,54%,0.48,33%,70%,0.0
1857,Greg Hardy,"6' 5""",265 lbs.,"80""",Orthodox,"Jul 28, 1988",4.83,50%,3.12,56%,0.21,33%,80%,0.0
1858,Alonzo Menifield,"6' 0""",205 lbs.,"76""",Orthodox,"Oct 18, 1987",3.34,47%,3.72,45%,0.0,0%,85%,0.0
1859,Sarah Frota,"5' 6""",125 lbs.,"69""",Southpaw,"Apr 14, 1987",4.52,52%,2.57,55%,0.0,0%,53%,0.0
1860,Jairzinho Rozenstruik,"6' 4""",242 lbs.,"78""",Orthodox,"Mar 17, 1988",3.14,48%,3.48,39%,0.0,0%,80%,0.0
1861,Felipe Colares,"5' 8""",135 lbs.,"69""",Orthodox,"Mar 31, 1994",1.13,42%,3.0,32%,2.0,25%,34%,1.0
1862,Rogerio Bontorin,"5' 5""",125 lbs.,"67""",Orthodox,"Apr 25, 1992",2.19,50%,3.12,38%,1.9,40%,51%,1.6
1863,Geraldo de Freitas,"5' 7""",135 lbs.,"72""",Orthodox,"Sep 30, 1991",3.67,52%,2.62,50%,3.0,45%,59%,0.0
1864,Anthony Hernandez,"6' 0""",185 lbs.,"75""",Orthodox,"Oct 18, 1993",4.92,55%,5.09,47%,3.76,66%,70%,1.9
1865,Taila Santos,"5' 6""",125 lbs.,"68""",Orthodox,"Jun 22, 1993",3.52,48%,2.22,59%,2.0,80%,85%,1.0
1866,Marcos Mariano,"6' 1""",155 lbs.,"76""",Switch,"Oct 12, 1986",0.25,27%,2.11,43%,0.0,0%,28%,0.0
1867,Raulian Paiva,"5' 8""",125 lbs.,"69""",Orthodox,"Oct 17, 1995",4.46,43%,4.89,51%,0.26,20%,80%,0.3
1868,Callan Potter,"6' 0""",170 lbs.,"72""",Orthodox,"Jun 09, 1984",3.18,50%,4.72,58%,3.29,66%,100%,0.0
1869,Kron Gracie,"5' 9""",145 lbs.,"70""",Southpaw,"Jul 11, 1988",5.15,41%,8.13,53%,0.88,25%,0%,0.9
1870,Joel Alvarez,"6' 3""",155 lbs.,"77""",Orthodox,"Mar 02, 1994",2.84,37%,3.31,53%,0.0,0%,0%,1.6
1871,Klidson Abreu,"6' 0""",205 lbs.,"74""",Orthodox,"Dec 24, 1992",2.05,40%,2.9,55%,0.64,20%,80%,0.0
1872,Ismail Naurdiev,"5' 10""",170 lbs.,"74""",Orthodox,"Aug 18, 1996",3.17,52%,1.3,68%,1.25,71%,70%,0.2
1873,Ben Askren,"5' 11""",170 lbs.,"73""",Orthodox,"Jul 18, 1984",3.64,49%,5.66,36%,4.33,55%,0%,0.9
1874,Grant Dawson,"5' 10""",145 lbs.,"72""",Switch,"Feb 20, 1994",3.4,48%,2.1,51%,3.44,34%,40%,1.6
1875,Jeff Hughes,"6' 2""",250 lbs.,"77""",Orthodox,"May 17, 1988",3.95,51%,3.67,60%,0.71,50%,45%,0.0
1876,Nicolae Negumereanu,"6' 0""",205 lbs.,"78""",Orthodox,"Sep 04, 1994",0.73,40%,4.67,18%,0.0,0%,40%,0.0
1877,Mike Grundy,"5' 7""",145 lbs.,"72""",Orthodox,"Jan 03, 1987",2.15,43%,4.09,58%,4.25,38%,100%,0.6
1878,Ryan MacDonald,"5' 11""",135 lbs.,"71""",Switch,"Mar 18, 1993",2.28,29%,6.49,45%,0.0,0%,0%,0.0
1879,Jordan Espinosa,"5' 6""",125 lbs.,"69""",Orthodox,"Nov 08, 1989",4.22,52%,2.94,57%,0.75,28%,70%,0.2
1880,Kennedy Nzechukwu,"6' 5""",205 lbs.,"83""",Southpaw,"Jun 13, 1992",5.38,43%,5.8,48%,0.0,0%,78%,0.0
1881,Casey Kenney,"5' 7""",140 lbs.,"68""",Southpaw,"Mar 20, 1991",4.81,42%,4.3,59%,1.1,39%,59%,0.5
1882,Sabina Mazo,"5' 7""",135 lbs.,"70""",Orthodox,"Mar 25, 1997",6.56,44%,3.91,60%,0.81,80%,66%,0.2
1883,Randy Costa,"5' 9""",135 lbs.,"73""",Switch,"Jul 06, 1994",7.88,47%,5.26,58%,0.0,0%,100%,0.0
1884,Zelim Imadaev,"6' 0""",170 lbs.,"76""",Orthodox,"Jan 25, 1995",2.91,36%,4.35,43%,0.38,50%,60%,0.0
1885,Boston Salmon,"5' 9""",135 lbs.,"69""",Southpaw,"Nov 20, 1990",4.13,37%,7.75,59%,0.0,0%,100%,0.0
1886,Rafael Fiziev,"5' 8""",155 lbs.,"71""",Switch,"Mar 05, 1993",4.67,57%,4.17,55%,0.84,50%,100%,0.0
1887,Alex Da Silva,"5' 8""",155 lbs.,"73""",Orthodox,"Feb 04, 1996",2.07,46%,2.65,55%,2.75,43%,77%,0.4
1888,Alen Amedovski,"5' 10""",185 lbs.,"74""",Orthodox,"Apr 06, 1988",0.52,28%,3.14,37%,0.0,0%,0%,0.0
1889,SeungWoo Choi,"6' 0""",145 lbs.,"74""",Orthodox,"Nov 03, 1992",3.17,41%,2.45,46%,1.03,57%,66%,0.0
1890,Arman Tsarukyan,"5' 7""",155 lbs.,"72""",Orthodox,"Oct 11, 1996",3.35,44%,1.43,62%,3.5,35%,78%,0.0
1891,Movsar Evloev,"5' 7""",145 lbs.,"72""",Orthodox,"Feb 11, 1994",4.7,44%,2.83,64%,2.75,37%,70%,0.0
1892,Mike Davis,"6' 0""",145 lbs.,"72""",Orthodox,"Oct 07, 1992",6.24,53%,6.76,57%,1.39,33%,69%,0.0
1893,Virna Jandiroba,"5' 3""",115 lbs.,"64""",Orthodox,"May 30, 1988",2.39,46%,3.08,54%,3.16,53%,73%,2.0
1894,Takashi Sato,"5' 10""",170 lbs.,"73""",Southpaw,"Jun 09, 1990",3.16,37%,4.81,50%,0.53,50%,75%,0.0
1895,Thomas Gifford,"6' 1""",155 lbs.,"75""",Orthodox,"Jul 26, 1992",3.97,37%,6.45,37%,0.5,33%,33%,0.0
1896,Serghei Spivac,"6' 3""",260 lbs.,"78""",Orthodox,"Jan 24, 1995",3.58,49%,2.84,58%,3.7,63%,75%,0.3
1897,Kyle Prepolec,"5' 10""",170 lbs.,"70""",Southpaw,"Aug 30, 1989",3.2,34%,4.7,54%,0.0,0%,40%,0.0
1898,Cole Smith,"5' 11""",135 lbs.,"67""",Orthodox,"Apr 05, 1989",1.78,35%,1.96,49%,1.67,33%,45%,1.7
1899,Marc-Andre Barriault,"6' 1""",185 lbs.,"74""",Orthodox,"Feb 18, 1990",4.25,46%,4.12,57%,0.55,28%,69%,0.0
1900,Luana Carolina,"5' 6""",125 lbs.,"69""",Orthodox,"Jun 11, 1993",6.29,50%,3.75,47%,0.0,0%,100%,2.4
1901,Viviane Araujo,"5' 4""",125 lbs.,"68""",Orthodox,"Nov 21, 1986",4.97,48%,4.84,60%,2.33,64%,94%,0.2
1902,Carlos Huachin,"5' 4""",135 lbs.,"67""",Southpaw,"Jun 04, 1996",2.1,21%,4.8,50%,0.0,0%,66%,0.0
1903,Charles Jourdain,"5' 9""",145 lbs.,"69""",Switch,"Nov 27, 1995",4.79,45%,4.11,61%,0.0,0%,47%,0.7
1904,Michel Pereira,"6' 1""",170 lbs.,"73""",Orthodox,"Oct 06, 1993",3.74,54%,2.84,58%,1.76,70%,100%,0.5
1905,Derrick Krantz,"5' 10""",170 lbs.,"72""",Orthodox,"Jan 13, 1988",2.07,37%,4.03,50%,3.18,50%,0%,0.8
1906,Austin Hubbard,"5' 10""",155 lbs.,"71""",Orthodox,"Dec 22, 1991",3.45,48%,2.58,58%,0.76,60%,53%,0.0
1907,Felicia Spencer,"5' 6""",145 lbs.,"68""",Orthodox,"Nov 29, 1990",3.02,45%,5.57,43%,0.64,10%,14%,0.3
1908,Rostem Akman,"5' 10""",170 lbs.,"72""",Switch,"Dec 19, 1991",1.8,25%,3.97,57%,1.0,40%,87%,0.0
1909,Duda Santana,"5' 7""",145 lbs.,"73""",Orthodox,"Jan 10, 1996",6.01,39%,2.72,73%,6.44,60%,0%,0.0
1910,Danilo Belluardo,"6' 0""",155 lbs.,"74""",Southpaw,"Jul 21, 1994",1.52,61%,4.79,41%,3.5,100%,50%,0.0
1911,Sergey Khandozhko,"6' 1""",170 lbs.,"74""",Orthodox,"May 19, 1992",2.83,42%,1.7,60%,0.5,16%,64%,0.0
1912,Sung Bin Jo,"6' 0""",145 lbs.,"72""",Orthodox,"Jul 17, 1992",1.4,33%,2.67,51%,1.0,33%,83%,1.0
1913,Bea Malecki,"5' 9""",135 lbs.,"74""",Orthodox,"Aug 23, 1991",6.78,46%,6.14,62%,0.0,0%,78%,1.4
1914,Grigory Popov,"5' 7""",135 lbs.,"68""",Switch,"Apr 18, 1984",3.63,37%,4.2,55%,0.0,0%,45%,0.0
1915,Deron Winn,"5' 6""",185 lbs.,"70""",Orthodox,"Jun 13, 1989",4.74,47%,5.17,50%,4.98,52%,0%,0.0
1916,Dalcha Lungiambula,"5' 8""",185 lbs.,"76""",Orthodox,"Jul 31, 1987",1.85,50%,2.27,43%,2.07,50%,75%,0.0
1917,Dequan Townsend,"6' 3""",205 lbs.,"79""",Orthodox,"May 11, 1986",1.23,34%,3.92,38%,0.0,0%,46%,0.0
1918,Amanda Ribas,"5' 3""",125 lbs.,"66""",Orthodox,"Aug 26, 1993",4.25,44%,1.78,71%,2.31,58%,85%,1.6
1919,Journey Newson,"5' 5""",135 lbs.,"67""",Orthodox,"Mar 07, 1989",2.76,32%,2.76,65%,0.0,0%,0%,0.9
1920,Julia Avila,"5' 7""",135 lbs.,"68""",Orthodox,"May 11, 1988",3.1,41%,2.9,54%,0.49,50%,60%,0.0
1921,Nohelin Hernandez,"5' 10""",135 lbs.,"71""",Orthodox,"Mar 01, 1994",1.32,34%,2.63,52%,0.71,50%,37%,0.0
1922,Brianna Van Buren,"5' 0""",115 lbs.,"62""",Southpaw,"Aug 04, 1993",3.53,41%,3.23,57%,2.5,45%,66%,0.0
1923,Wellington Turman,"6' 0""",185 lbs.,"72""",Orthodox,"Jul 22, 1996",2.75,42%,3.71,45%,2.63,35%,100%,0.9
1924,John Allan,"6' 1""",205 lbs.,"75""",Orthodox,"Feb 22, 1993",2.95,43%,4.01,52%,1.94,71%,50%,1.2
1925,Domingo Pilarte,"6' 0""",135 lbs.,"73""",Southpaw,"Jan 05, 1990",2.04,50%,3.69,42%,2.0,42%,75%,1.3
1926,Gabriel Silva,"5' 6""",135 lbs.,"71""",Orthodox,"Aug 26, 1994",1.3,34%,3.47,45%,1.5,25%,38%,0.5
1927,Yoshinori Horie,"5' 8""",145 lbs.,"70""",Orthodox,"May 10, 1995",2.76,49%,5.65,48%,0.0,0%,0%,0.0
1928,Cole Williams,"6' 0""",170 lbs.,"73""",Orthodox,"Dec 15, 1983",0.31,27%,5.34,23%,0.0,0%,25%,0.0
1929,Miranda Granger,"5' 7""",125 lbs.,"68""",Orthodox,"Apr 13, 1992",2.91,48%,2.64,59%,0.0,0%,40%,0.0
1930,Hannah Goldy,"5' 4""",125 lbs.,"61""",Orthodox,"May 18, 1992",6.53,46%,3.9,55%,0.0,0%,66%,0.0
1931,Kazula Vargas,"5' 8""",155 lbs.,"71""",Southpaw,"Aug 15, 1985",1.84,49%,1.16,54%,0.79,33%,25%,0.0
1932,Raphael Pessoa,"6' 3""",262 lbs.,"78""",Orthodox,"Mar 09, 1989",2.16,26%,3.43,42%,0.0,0%,100%,0.0
1933,Ciryl Gane,"6' 4""",245 lbs.,"81""",Orthodox,"Apr 12, 1990",5.04,55%,1.85,69%,1.13,26%,100%,0.5
1934,Rodolfo Vieira,"6' 0""",185 lbs.,"73""",Orthodox,"Sep 25, 1989",1.66,42%,3.06,42%,7.0,47%,0%,1.6
1935,Eduardo Garagorri,"5' 9""",145 lbs.,"70""",Orthodox,"May 28, 1989",3.42,51%,2.36,58%,0.48,100%,61%,0.0
1936,Khama Worthy,"5' 11""",155 lbs.,"74""",Orthodox,"Oct 15, 1986",4.12,47%,3.69,45%,0.0,0%,57%,0.8
1937,Lara Procopio,"5' 4""",125 lbs.,"67""",Orthodox,"Nov 14, 1995",6.7,57%,6.93,47%,3.5,50%,0%,0.5
1938,Inoue Mizuki,"5' 3""",125 lbs.,"65""",Orthodox,"Aug 19, 1994",5.0,50%,6.87,48%,0.0,0%,66%,0.0
1939,Khadis Ibragimov,"6' 3""",205 lbs.,"78""",Orthodox,"May 21, 1995",3.55,49%,4.26,47%,0.97,30%,80%,0.3
1940,Da-Un Jung,"6' 4""",205 lbs.,"78""",Orthodox,"Dec 07, 1993",5.06,43%,5.38,55%,0.0,0%,83%,0.5
1941,Heili Alateng,"5' 5""",135 lbs.,"66""",Orthodox,"Dec 14, 1991",2.87,32%,5.82,57%,2.33,35%,100%,0.0
1942,Karol Rosa,"5' 5""",135 lbs.,"67""",Orthodox,"Dec 30, 1994",7.73,52%,5.51,48%,2.0,60%,90%,0.0
1943,Junyong Park,"5' 10""",185 lbs.,"73""",Orthodox,"Feb 27, 1991",4.24,47%,2.9,59%,3.4,64%,45%,0.0
1944,Batgerel Danaa,"5' 7""",135 lbs.,"70""",Orthodox,"Jul 04, 1989",5.66,38%,2.61,58%,0.0,0%,57%,0.0
1945,Fares Ziam,"6' 1""",155 lbs.,"75""",Orthodox,"Mar 21, 1997",1.9,47%,1.37,66%,0.5,11%,65%,0.0
1946,Ottman Azaitar,"5' 8""",155 lbs.,"71""",Switch,"Feb 20, 1990",8.43,57%,1.76,67%,0.0,0%,100%,0.0
1947,Liana Jojua,"5' 4""",125 lbs.,"62""",Orthodox,"Mar 22, 1995",2.53,39%,4.86,48%,1.49,66%,50%,2.2
1948,Lerone Murphy,"5' 9""",145 lbs.,"73""",Orthodox,"Jul 22, 1991",2.86,42%,2.07,63%,0.87,33%,41%,0.9
1949,Hunter Azure,"5' 8""",145 lbs.,"69""",Orthodox,"Mar 02, 1992",4.17,52%,1.99,62%,2.52,45%,76%,1.4
1950,Tristan Connelly,"5' 10""",170 lbs.,"68""",Orthodox,"Dec 12, 1985",4.27,51%,2.13,57%,0.0,0%,60%,1.0
1951,Miles Johns,"5' 7""",135 lbs.,"66""",Orthodox,"Mar 30, 1994",3.33,48%,2.42,68%,1.21,30%,87%,0.0
1952,Tyson Nam,"5' 7""",125 lbs.,"68""",Orthodox,"Oct 06, 1983",3.64,31%,5.69,64%,0.0,0%,100%,0.0
1953,Ariane Carnelossi,"5' 2""",115 lbs.,"61""",Orthodox,"Nov 17, 1992",6.03,38%,7.71,50%,0.0,0%,0%,0.0
1954,Vanessa Melo,"5' 5""",135 lbs.,"65""",Orthodox,"Mar 27, 1988",3.48,30%,6.13,59%,0.0,0%,71%,0.0
1955,Askar Askarov,"5' 6""",125 lbs.,"67""",Orthodox,"Oct 09, 1992",3.37,55%,2.65,56%,2.75,28%,64%,0.0
1956,Mark Madsen,"5' 8""",155 lbs.,"72""",Orthodox,"Sep 23, 1984",2.28,42%,2.53,46%,8.33,64%,0%,0.0
1957,Jack Shore,"5' 8""",135 lbs.,"71""",Orthodox,"Feb 06, 1995",3.69,54%,0.59,76%,5.16,46%,0%,1.5
1958,Giga Chikadze,"6' 0""",145 lbs.,"74""",Orthodox,"Aug 25, 1988",3.45,43%,2.65,60%,0.38,33%,68%,0.0
1959,Makhmud Muradov,"6' 2""",185 lbs.,"75""",Orthodox,"Feb 08, 1990",5.32,42%,2.92,64%,0.36,16%,100%,0.4
1960,Zarah Fairn,"5' 8""",145 lbs.,"72""",Orthodox,"Dec 12, 1986",1.98,45%,6.61,39%,0.0,0%,50%,0.0
1961,Maki Pitolo,"5' 10""",185 lbs.,"75""",Orthodox,"Nov 24, 1990",4.2,44%,3.71,56%,2.42,52%,55%,0.5
1962,Bruno Silva,"6' 0""",185 lbs.,,,"Jul 13, 1989",0.0,0%,0.0,0%,0.0,0%,0%,0.0
1963,Yorgan De Castro,"6' 0""",250 lbs.,"74""",Orthodox,"Dec 19, 1986",2.61,44%,3.9,55%,0.0,0%,75%,0.0
1964,Jamie Mullarkey,"6' 0""",155 lbs.,"74""",Orthodox,"Aug 17, 1994",1.87,33%,4.6,42%,4.0,30%,66%,0.5
1965,Justin Tafa,"6' 0""",264 lbs.,"74""",Southpaw,"Dec 13, 1993",5.33,59%,4.6,46%,0.0,0%,100%,0.0
1966,Brad Riddell,"5' 7""",155 lbs.,"71""",Orthodox,"Sep 30, 1991",4.36,50%,2.62,53%,1.0,37%,60%,0.0
1967,Miguel Baeza,"6' 2""",170 lbs.,"74""",Orthodox,"Aug 23, 1992",4.64,55%,3.89,50%,0.8,40%,100%,1.2
1968,Ben Sosoli,"6' 0""",265 lbs.,"72""",Southpaw,"Dec 10, 1989",2.31,31%,4.3,47%,0.0,0%,0%,0.0
1969,Diana Belbita,"5' 7""",125 lbs.,"68""",Orthodox,"Jun 26, 1996",5.81,39%,6.49,52%,1.69,66%,64%,0.0
1970,Jonathan Pearce,"6' 0""",145 lbs.,"71""",Switch,"May 01, 1992",8.8,55%,6.65,46%,5.91,60%,75%,0.7
1971,Sean Brady,"5' 10""",170 lbs.,"72""",Orthodox,"Nov 23, 1992",4.72,55%,3.6,63%,2.69,60%,100%,1.2
1972,Tanner Boser,"6' 2""",255 lbs.,"75""",Orthodox,"Aug 02, 1991",4.54,55%,2.7,63%,0.0,0%,100%,0.0
1973,Sean Woodson,"6' 2""",145 lbs.,"78""",Orthodox,"Jun 07, 1992",6.4,45%,4.43,58%,0.0,0%,77%,0.0
1974,Brendan Allen,"6' 2""",185 lbs.,"75""",Orthodox,"Dec 28, 1995",3.55,59%,4.57,39%,1.17,37%,50%,2.0
1975,Don'Tale Mayes,"6' 6""",260 lbs.,"81""",Orthodox,"Jan 16, 1992",4.13,45%,4.46,43%,0.23,20%,59%,0.0
1976,Loma Lookboonmee,"5' 1""",115 lbs.,"61""",Orthodox,"Jan 18, 1996",5.16,55%,3.09,59%,0.67,25%,72%,0.0
1977,Shamil Gamzatov,"6' 2""",205 lbs.,"76""",Orthodox,"Aug 09, 1990",4.27,46%,2.13,58%,0.0,0%,50%,0.0
1978,Abubakar Nurmagomedov,"5' 11""",170 lbs.,"72""",Orthodox,"Nov 13, 1989",1.41,44%,0.71,81%,5.29,100%,0%,0.0
1979,Roman Kopylov,"6' 0""",185 lbs.,"75""",Southpaw,"May 04, 1991",2.64,38%,3.07,63%,0.0,0%,66%,0.0
1980,Antonio Arroyo,"6' 3""",185 lbs.,"73""",Orthodox,"Jul 01, 1989",3.08,70%,1.72,44%,1.4,41%,32%,0.3
1981,Andre Muniz,"6' 1""",185 lbs.,"78""",Southpaw,"Feb 17, 1990",2.21,58%,1.8,45%,2.61,35%,37%,2.2
1982,Tracy Cortez,"5' 5""",135 lbs.,"65""",Orthodox,"Dec 10, 1993",3.67,53%,1.98,62%,3.0,42%,85%,0.0
1983,Isabela de Padua,"5' 3""",125 lbs.,"64""",Orthodox,"Sep 04, 1991",1.0,35%,2.07,50%,2.0,66%,0%,1.0
1984,Joe Solecki,"5' 9""",155 lbs.,"70""",Orthodox,"Aug 27, 1993",3.62,74%,0.93,51%,3.31,62%,0%,1.3
1985,Billy Quarantillo,"5' 10""",145 lbs.,"70""",Orthodox,"Dec 08, 1988",7.03,64%,4.37,42%,1.28,31%,57%,1.8
1986,Jacob Kilburn,"5' 9""",145 lbs.,"72""",Orthodox,"Jun 28, 1995",2.56,33%,6.78,35%,0.51,5%,20%,0.5
1987,Mallory Martin,"5' 4""",115 lbs.,"63""",Orthodox,"Jan 29, 1994",3.99,59%,5.53,58%,3.37,63%,25%,0.5
1988,Punahele Soriano,"5' 11""",185 lbs.,"72""",Southpaw,"Nov 22, 1992",4.46,43%,2.86,52%,2.6,66%,0%,0.0
1989,Chase Hooper,"6' 1""",145 lbs.,"74""",Southpaw,"Sep 13, 1999",4.43,45%,3.95,38%,0.32,7%,66%,2.2
1990,Omar Morales,"5' 11""",145 lbs.,"73""",Orthodox,"Oct 17, 1985",3.39,34%,2.99,65%,0.29,100%,100%,0.0
1991,Aleksa Camur,"6' 1""",205 lbs.,"74""",Orthodox,"Sep 25, 1995",3.94,54%,2.49,57%,0.84,33%,20%,0.0
1992,Ode Osbourne,"5' 7""",145 lbs.,"73""",Southpaw,"Jan 09, 1992",4.3,54%,3.04,42%,1.9,100%,66%,1.9
1993,Tony Gravely,"5' 5""",135 lbs.,"69""",Orthodox,"Sep 28, 1991",3.69,55%,3.16,42%,5.6,51%,50%,0.8
1994,Nate Landwehr,"5' 9""",145 lbs.,"72""",Orthodox,"Jun 06, 1988",7.02,50%,7.67,51%,0.0,0%,85%,0.0
1995,Herbert Burns,"5' 9""",145 lbs.,"73""",Orthodox,"Feb 02, 1988",1.67,45%,5.02,33%,4.64,83%,75%,2.8
1996,Jamahal Hill,"6' 4""",205 lbs.,"79""",Southpaw,"May 19, 1991",7.9,52%,3.15,49%,0.0,0%,53%,0.0
1997,Khaos Williams,"6' 0""",170 lbs.,"77""",Orthodox,"Mar 30, 1994",4.39,45%,2.95,44%,0.0,0%,0%,0.0
1998,Austin Lingo,"5' 10""",145 lbs.,"70""",Orthodox,"Jul 10, 1994",3.57,44%,3.17,62%,1.0,66%,76%,0.0
1999,Youssef Zalal,"5' 10""",145 lbs.,"72""",Switch,"Sep 04, 1996",2.45,51%,1.56,64%,2.4,40%,56%,1.4
2000,Brok Weaver,"6' 0""",155 lbs.,"73""",Southpaw,"Dec 05, 1991",4.78,64%,4.35,46%,0.41,10%,66%,0.4
2001,Daniel Rodriguez,"6' 1""",170 lbs.,"74""",Southpaw,"Dec 31, 1986",7.68,46%,6.12,57%,1.34,62%,90%,0.3
2002,Shanna Young,"5' 7""",135 lbs.,"65""",Orthodox,"Feb 20, 1991",3.05,57%,5.28,45%,0.0,0%,54%,0.0
2003,Josh Culibao,"5' 10""",155 lbs.,"73""",Orthodox,"May 24, 1994",2.52,38%,4.3,48%,0.0,0%,100%,0.0
2004,Steve Garcia,"6' 0""",155 lbs.,"75""",Southpaw,"May 22, 1992",4.31,55%,2.52,36%,0.61,25%,100%,0.6
2005,Aalon Cruz,"6' 0""",145 lbs.,"78""",Switch,"Sep 20, 1989",7.58,39%,8.88,58%,0.0,0%,0%,0.0
2006,Spike Carlyle,"5' 8""",145 lbs.,"71""",Switch,"May 06, 1993",2.55,54%,3.85,30%,3.34,36%,57%,0.5
2007,TJ Brown,"5' 9""",145 lbs.,"72""",Switch,"May 22, 1990",3.22,42%,2.21,50%,4.92,60%,40%,0.4
2008,Norma Dumont,"5' 7""",135 lbs.,"67""",Orthodox,"Oct 01, 1990",5.35,55%,2.65,72%,2.43,42%,100%,0.0
2009,Kyler Phillips,"5' 8""",135 lbs.,"72""",Orthodox,"Jun 12, 1995",5.32,46%,3.04,61%,2.88,63%,71%,0.4
2010,Darrick Minner,"5' 7""",145 lbs.,"69""",Orthodox,"Apr 28, 1990",3.24,70%,1.4,43%,3.0,62%,60%,3.6
2011,Jamall Emmers,"5' 10""",145 lbs.,"74""",Orthodox,"Jul 24, 1989",5.75,52%,4.65,54%,2.9,53%,100%,0.0
2012,David Dvorak,"5' 5""",125 lbs.,"68""",Orthodox,"Jun 05, 1992",4.5,48%,3.17,63%,0.0,0%,75%,0.0
2013,Philipe Lins,"6' 2""",240 lbs.,"78""",Orthodox,"Aug 17, 1985",2.66,40%,3.68,49%,0.0,0%,0%,0.0
2014,Ike Villanueva,"6' 1""",225 lbs.,"73""",Orthodox,"Apr 04, 1984",3.62,40%,6.93,37%,0.0,0%,0%,0.0
2015,Rodrigo Nascimento,"6' 2""",246 lbs.,"80""",Orthodox,"Nov 26, 1992",4.23,55%,4.32,42%,2.7,100%,100%,2.7
2016,Irwin Rivera,"5' 6""",135 lbs.,"67""",Southpaw,"Feb 14, 1989",3.36,44%,5.07,57%,1.0,16%,70%,0.0
2017,Brandon Royval,"5' 9""",125 lbs.,"68""",Southpaw,"Aug 16, 1992",3.77,46%,2.88,47%,0.79,100%,53%,2.4
2018,Gabe Green,"5' 10""",170 lbs.,"73""",Switch,"May 02, 1993",6.57,46%,7.23,49%,1.0,100%,57%,0.5
2019,Gustavo Lopez,"5' 5""",135 lbs.,"67""",Orthodox,"Jun 27, 1989",2.24,41%,4.65,51%,1.07,50%,27%,0.5
2020,Christian Aguilera,"5' 9""",170 lbs.,"72""",Switch,"Nov 25, 1991",3.35,41%,4.89,46%,0.0,0%,0%,0.0
2021,Zarrukh Adashev,"5' 5""",125 lbs.,"65""",Southpaw,"Jul 29, 1992",1.93,23%,3.35,60%,0.0,0%,0%,0.0
2022,Mariya Agapova,"5' 6""",125 lbs.,"68""",Southpaw,"Apr 07, 1997",3.7,50%,4.15,47%,1.23,66%,33%,0.6
2023,Anthony Ivy,"6' 2""",185 lbs.,"74""",Orthodox,"Jan 23, 1990",2.5,42%,4.57,51%,4.69,20%,100%,0.0
2024,Max Rohskopf,"6' 1""",155 lbs.,"71""",Orthodox,"Sep 27, 1994",1.7,31%,5.8,42%,3.0,33%,0%,1.5
2025,Justin Jaynes,"5' 7""",155 lbs.,"68""",Orthodox,"Aug 10, 1989",3.58,42%,6.49,58%,0.0,0%,33%,0.6
2026,Jinh Yu Frey,"5' 3""",115 lbs.,"65""",Southpaw,"May 20, 1985",1.79,40%,3.35,44%,1.06,42%,83%,0.7
2027,Kyle Daukaus,"6' 3""",185 lbs.,"76""",Southpaw,"Feb 27, 1993",3.69,59%,2.16,42%,2.33,41%,94%,1.7
2028,Jason Witt,"5' 10""",170 lbs.,"70""",Orthodox,"Nov 07, 1986",3.16,65%,2.68,29%,3.65,50%,0%,1.8
2029,Kay Hansen,"5' 2""",115 lbs.,"63""",Orthodox,"Aug 14, 1999",3.57,59%,3.03,54%,2.19,25%,100%,1.6
2030,Zhalgas Zhumagulov,"5' 4""",125 lbs.,"66""",Switch,"Aug 29, 1988",4.17,49%,4.0,58%,1.5,21%,33%,0.0
2031,Maxim Grishin,"6' 3""",220 lbs.,"78""",Orthodox,"May 02, 1984",2.95,44%,2.33,56%,0.38,33%,66%,0.0
2032,Roman Bogatov,"5' 8""",155 lbs.,"73""",Orthodox,"Dec 15, 1990",3.33,42%,4.4,44%,1.0,9%,50%,0.0
2033,Jiri Prochazka,"6' 3""",205 lbs.,"80""",Orthodox,"Oct 14, 1992",5.67,45%,7.05,55%,0.0,0%,100%,0.0
2034,Modestas Bukauskas,"6' 3""",205 lbs.,"78""",Switch,"Feb 10, 1994",3.56,37%,5.7,42%,0.0,0%,100%,0.0
2035,Khamzat Chimaev,"6' 2""",170 lbs.,"75""",Orthodox,"May 01, 1994",9.03,72%,0.1,66%,4.67,75%,0%,3.1
2036,Mounir Lazzez,"6' 1""",170 lbs.,"76""",Orthodox,"Nov 16, 1987",5.69,55%,4.78,45%,3.41,100%,60%,0.0
2037,Andreas Michailidis,"6' 0""",185 lbs.,"76""",Orthodox,"Jul 18, 1988",4.6,50%,3.6,63%,0.0,0%,0%,0.0
2038,Carlos Felipe,"6' 0""",245 lbs.,"75""",Orthodox,"Jan 12, 1995",4.42,45%,4.6,47%,0.0,0%,70%,0.0
2039,Malcolm Gordon,"5' 7""",125 lbs.,"71""",Switch,"May 19, 1990",0.55,13%,3.87,54%,0.0,0%,0%,0.0
2040,Roman Dolidze,"6' 2""",205 lbs.,"76""",Orthodox,"Jul 15, 1988",2.98,51%,1.75,61%,1.75,50%,33%,2.2
